city,date,fare,ride_id
New Jeffrey,2016-02-18 06:10:49,7.52,4932992774958
New Maryport,2016-05-25 22:41:24,31.21,7456195552238
Rodriguezburgh,2016-04-17 14:08:37,17.7,9033019675069
New Aaron,2016-03-08 03:33:45,21.76,0860822115609
West Peter,2016-04-13 17:28:50,24.14,6359096350525
Vickimouth,2016-03-17 18:07:49,27.77,6038875778179
Prattfurt,2016-10-05 04:45:18,33.82,7047642017693
Kimberlychester,2016-11-11 22:27:14,42.6,6982145411856
Prattfurt,2016-05-08 05:04:22,5.63,0116645266807
Davidtown,2016-11-04 10:20:24,15.6,8529637962885
West Dawnfurt,2016-03-20 14:25:28,21.38,2133163285521
Alvarezhaven,2016-06-11 23:45:52,43.34,3938173695105
Lake Sarashire,2016-02-02 14:47:07,33.81,7107066175253
Zimmermanmouth,2016-08-31 18:06:40,24.23,3364398658418
West Brittanyton,2016-07-23 18:48:29,29.67,4374636370186
Alyssaberg,2016-08-29 10:28:14,13.72,0139944531612
Sandymouth,2016-04-16 21:26:28,24.02,3833355148717
Swansonbury,2016-03-08 01:27:11,37.54,9456790186522
Port Samantha,2016-04-01 03:42:20,26.33,1376682371851
West Oscar,2016-01-30 18:19:57,29.66,9574009980362
Lake Sarashire,2016-10-03 23:48:34,17.52,9378291488274
Kellershire,2016-02-14 12:29:12,17.36,6046910588317
Maryside,2016-01-03 11:36:53,5.22,3107326405407
West Dawnfurt,2016-06-23 09:11:30,6.08,0797431077854
New Jeffrey,2016-09-24 16:09:04,27.65,4111808807015
Antoniomouth,2016-03-17 09:02:30,28.55,3162921068792
Lake Stevenbury,2016-06-03 16:35:18,15.58,7525921299522
Edwardsbury,2016-08-26 16:25:57,30.72,1916184961923
West Peter,2016-09-02 15:47:02,40.12,3810244920159
South Bryanstad,2016-06-18 11:37:03,19.49,4925544201897
New Andreamouth,2016-04-04 05:44:46,6.85,5862442002722
Mooreview,2016-11-02 19:56:57,26.56,9231803895390
Port Josephfurt,2016-10-26 07:25:39,28.61,0644800458908
Prattfurt,2016-03-20 08:26:24,20.11,2249664722752
Carrollfort,2016-11-20 12:58:14,41.18,7887745162292
Lake Jennaton,2016-03-29 19:40:26,12.34,0472972528453
Zimmermanmouth,2016-06-10 17:19:23,39.65,5690108755824
Kimberlychester,2016-08-02 07:04:51,16.09,8790068136477
Alvarezhaven,2016-02-07 02:46:18,35.22,5405756761666
Travisville,2016-09-25 07:58:14,29.28,4285150865112
West Brittanyton,2016-10-26 07:04:44,11.88,9060218228390
Lisaville,2016-07-04 18:29:32,10.68,1649275887436
New Jeffrey,2016-10-10 19:40:36,25.22,1807362483101
Davistown,2016-11-06 12:05:13,11.02,0915124742623
Nguyenbury,2016-09-29 01:55:33,30.59,8786628417247
Maryside,2016-10-02 16:45:32,40.34,0329838249932
Lake Jennaton,2016-03-16 07:06:53,16.98,1180616513497
Aprilchester,2016-09-07 22:49:20,7.97,3964680258694
Stewartview,2016-07-13 19:19:42,9.01,2316598025485
Williamshire,2016-03-08 02:20:56,21.46,6486122380796
Maryside,2016-09-09 06:19:28,12.44,4488991426164
Pearsonberg,2016-01-21 01:02:02,16.47,2935394705225
West Peter,2016-09-24 00:26:06,26.79,5252940310564
Torresshire,2016-08-06 01:48:30,40.28,2832353356811
Arnoldview,2016-06-05 11:38:16,16.7,4445586772952
Russellport,2016-10-31 19:39:25,40.67,5829276048623
Lake Jennaton,2016-05-10 12:33:44,40.26,4792723345570
South Louis,2016-03-22 02:47:56,13.79,7672523003962
Port Samantha,2016-11-07 17:55:02,22.72,8732014805174
West Jefferyfurt,2016-09-03 08:12:49,20.26,0280405499023
Lake Sarashire,2016-08-13 01:15:02,19.48,2793166034832
Smithhaven,2016-04-19 14:08:11,36.69,7531013436874
West Alexis,2016-02-11 13:05:54,26.0,7290051442413
Lake Sarashire,2016-05-05 12:57:50,32.48,0333747663741
New Aaron,2016-04-11 05:27:09,18.78,0051186564251
West Alexis,2016-04-15 00:27:53,21.2,8481347560693
Port Johnstad,2016-09-12 01:35:23,42.82,7838555100226
Carrollfort,2016-03-11 18:01:18,28.69,5400762882534
Arnoldview,2016-03-31 17:49:51,41.28,3240285568339
East Douglas,2016-09-08 04:35:27,33.49,4538182595312
West Oscar,2016-08-04 16:57:19,25.05,0695879450607
South Roy,2016-03-15 13:52:42,25.0,6493499457044
Lisaville,2016-09-30 22:29:40,31.06,0018075235678
West Dawnfurt,2016-03-22 14:35:27,7.82,9200171071293
Mooreview,2016-06-20 00:25:27,42.02,9990432856850
Port Johnstad,2016-03-24 23:17:39,31.35,9416891770785
New Maryport,2016-04-01 11:56:55,16.69,7625933199275
New Andreamouth,2016-08-13 19:53:00,34.0,3050335286546
West Jefferyfurt,2016-11-17 15:09:58,4.86,1976270179618
Smithhaven,2016-11-16 15:15:24,39.91,4432071093852
East Douglas,2016-09-03 11:29:31,39.24,0594788132164
Pearsonberg,2016-01-15 17:30:42,44.88,9347240404580
West Peter,2016-05-12 12:20:39,43.75,6799318070532
West Alexis,2016-09-23 04:28:25,15.23,3435841855743
West Brandy,2016-07-30 12:54:56,19.27,0124887703769
Wiseborough,2016-10-09 11:04:39,12.01,4475525539506
Kimberlychester,2016-10-19 01:43:07,32.44,6673265010431
Fosterside,2016-07-16 02:09:00,36.38,2298669329671
Antoniomouth,2016-11-16 20:22:11,10.26,0181171207358
Fosterside,2016-04-02 00:12:26,25.85,5876664783376
West Peter,2016-05-06 22:57:06,28.4,1647188359422
New Maryport,2016-04-19 09:54:39,12.96,3568020524793
West Brittanyton,2016-08-17 18:54:07,25.26,5734765638653
Travisville,2016-08-12 01:58:07,19.44,1054705169424
New Andreamouth,2016-07-11 18:21:11,30.28,0682856351569
Port Johnstad,2016-10-16 11:44:00,15.35,4659721632739
Jacobfort,2016-07-15 21:56:18,8.32,5033005722931
South Josephville,2016-10-24 13:28:57,39.81,4944663506478
Lisaville,2016-06-04 23:12:57,44.13,7979731907205
New David,2016-07-14 23:15:54,6.03,0435672268470
Alvarezhaven,2016-01-21 07:25:48,22.83,3565582370530
Port Josephfurt,2016-04-28 19:43:33,25.47,8898117154912
Edwardsbury,2016-11-04 05:16:23,36.21,6539654812713
Port Martinberg,2016-10-06 02:34:30,20.33,3542494443224
Davistown,2016-07-11 16:00:08,16.4,0664869359794
Sarabury,2016-10-18 04:33:23,37.5,1054393799736
West Brandy,2016-03-21 18:34:41,40.82,4545283465673
South Bryanstad,2016-06-15 09:52:02,30.49,1963287218621
Swansonbury,2016-02-19 18:09:04,41.36,5641431357742
Jacobfort,2016-05-14 18:47:57,34.02,2900685643999
Jacobfort,2016-03-02 21:38:33,20.25,5099142911522
Prattfurt,2016-10-10 13:14:32,27.01,3894544761292
West Sydneyhaven,2016-05-27 20:27:39,16.88,5318215818002
Zimmermanmouth,2016-06-01 11:10:43,42.01,0589257725947
Eriktown,2016-07-20 15:09:55,33.82,2163535256309
Williamshire,2016-07-15 02:06:11,26.93,1126078256923
Zimmermanmouth,2016-09-15 00:25:17,21.88,1942308210837
Vickimouth,2016-11-08 18:43:26,22.19,4236510136014
Swansonbury,2016-02-19 03:13:08,21.13,1193503565561
Port Josephfurt,2016-06-25 06:09:58,6.94,5509406197376
Williamshire,2016-08-12 21:51:53,23.65,6739781912113
Alyssaberg,2016-07-01 15:29:08,36.0,1283730954082
Jacobfort,2016-09-29 10:25:45,29.05,6187475000682
South Louis,2016-09-29 10:37:24,44.14,5723592166538
Aprilchester,2016-10-07 21:35:36,43.31,5056964595347
West Oscar,2016-07-12 04:00:40,8.67,3446427101949
West Sydneyhaven,2016-04-23 18:33:33,22.73,5346721133401
Port Martinberg,2016-11-05 23:22:01,29.19,0531668305577
Davistown,2016-05-31 17:59:41,8.51,0519962204239
Swansonbury,2016-03-25 17:50:23,44.11,5062571378235
Torresshire,2016-10-03 00:19:29,43.25,6928523510384
New Jeffrey,2016-01-08 05:09:06,28.38,6595031872695
Port Johnstad,2016-08-15 19:53:53,4.05,0627410504531
Arnoldview,2016-03-25 06:12:18,13.48,1941778752229
Port Josephfurt,2016-01-11 03:22:50,39.5,1074808701079
West Oscar,2016-05-25 03:59:15,36.56,8928626372245
South Louis,2016-06-04 01:01:53,26.72,8465149033449
West Oscar,2016-09-25 09:47:37,12.4,0020928457069
Russellport,2016-10-19 15:17:43,27.9,3580210488630
Lake Jennaton,2016-07-24 03:38:35,28.22,7020207479891
Maryside,2016-03-19 18:58:17,17.06,6392124898439
Smithhaven,2016-05-08 22:23:40,40.49,9798890474773
Port Martinberg,2016-06-27 18:51:18,18.47,1185425297293
Fosterside,2016-11-07 18:52:38,17.47,0268035839303
New Jeffrey,2016-08-27 09:10:15,23.71,0635588705674
Pamelahaven,2016-01-07 15:08:35,37.23,5759831716264
Torresshire,2016-09-29 20:31:29,14.35,1556404337215
West Brandy,2016-03-17 16:32:38,44.12,4153058741114
Prattfurt,2016-01-24 17:39:05,24.67,3184780964480
West Oscar,2016-04-03 22:42:19,37.73,5049515530829
Kimberlychester,2016-11-20 00:22:27,11.23,2808661376780
Maryside,2016-03-16 22:22:35,33.19,4821967992162
Kellershire,2016-07-22 00:14:33,26.08,9997901376574
South Josephville,2016-08-26 19:29:09,34.33,2392863577460
Alyssaberg,2016-06-08 22:23:56,4.85,6743206927163
Alvarezhaven,2016-05-01 14:35:12,22.54,6435260355302
New Aaron,2016-07-11 23:32:09,35.42,8741128997583
East Erin,2016-11-05 22:54:32,20.02,5946160639511
Russellport,2016-07-07 22:03:03,15.99,0408675698322
East Douglas,2016-11-20 15:55:14,44.07,2216251821006
Port Martinberg,2016-07-09 07:34:28,27.88,7274627987041
Stewartview,2016-03-28 07:23:44,14.43,7792915977807
Lake Sarashire,2016-05-08 22:12:14,36.32,0944524566133
Vickimouth,2016-09-07 21:52:34,26.31,8800320581010
West Brandy,2016-04-10 19:17:29,6.56,7227876465099
Port Johnstad,2016-02-15 19:16:55,38.17,8325139734643
Antoniomouth,2016-05-28 05:23:33,18.56,4800891394907
New Andreamouth,2016-04-30 12:02:59,35.68,6002483006290
Kellershire,2016-04-02 12:01:40,22.22,4842323157919
Nguyenbury,2016-10-25 21:23:47,8.06,1015587735046
West Brandy,2016-06-08 13:27:29,5.85,5635588253057
Davidtown,2016-08-02 04:52:25,29.79,3801152652782
Fosterside,2016-04-17 05:32:46,22.15,2786815637416
West Dawnfurt,2016-05-02 22:34:00,30.97,4714142412909
Swansonbury,2016-05-02 17:18:51,26.71,6150569418601
South Louis,2016-02-14 03:22:52,23.15,6613391767472
Sandymouth,2016-01-19 11:06:07,39.95,0638144131559
West Brittanyton,2016-05-23 07:10:00,21.94,2103750257675
Davidtown,2016-03-16 15:08:42,33.11,5482389476556
Edwardsbury,2016-07-26 14:40:50,36.86,7626194681042
Fosterside,2016-02-23 09:11:36,13.85,9732463030768
Lake Jeffreyland,2016-07-22 17:34:35,36.65,1640534796773
South Louis,2016-07-21 22:51:54,19.83,4295084448756
Eriktown,2016-11-05 19:50:30,28.69,0416616855901
New Andreamouth,2016-11-09 02:57:53,21.42,3157277251707
Stewartview,2016-10-17 18:43:37,15.78,6853080022271
Fosterside,2016-10-06 13:12:48,8.62,2000781349549
Port Martinberg,2016-02-27 12:10:19,42.47,2766312313778
Spencertown,2016-01-28 01:07:32,30.2,4594107221100
New David,2016-11-24 04:19:16,24.33,8983322290958
Travisville,2016-01-16 09:31:47,19.91,8453546907371
Vickimouth,2016-09-20 17:47:54,20.04,4264066995625
Spencertown,2016-05-17 16:18:48,34.05,4420491857291
Antoniomouth,2016-10-05 21:29:58,25.79,3562606042770
Lisaville,2016-10-30 08:23:07,23.88,9001891584816
Arnoldview,2016-09-06 18:04:35,5.44,8147021338537
Carrollfort,2016-04-29 16:44:02,8.07,5805526016055
Lisatown,2016-11-19 04:50:39,15.48,6951344069311
Prattfurt,2016-07-10 07:51:44,35.29,7329304684383
New Christine,2016-02-26 13:36:35,26.36,4108010411185
West Oscar,2016-05-14 09:03:29,38.81,4638885383046
West Alexis,2016-06-20 15:53:30,40.08,7316257973381
West Dawnfurt,2016-07-30 12:11:52,16.78,6190552310963
Davidtown,2016-07-20 08:29:33,22.0,2546589443671
Spencertown,2016-03-26 07:05:57,24.14,0866422129879
New David,2016-04-20 09:22:13,44.7,1619938983881
Nguyenbury,2016-09-15 22:17:37,43.94,1496477275734
Port Josephfurt,2016-07-13 11:39:21,8.91,5320990131160
Smithhaven,2016-11-14 17:02:26,14.8,7737898358595
New Jeffrey,2016-08-25 16:19:11,27.4,4753289596493
New Christine,2016-10-19 21:37:20,9.45,4521237285955
Williamshire,2016-07-24 14:35:19,9.97,8971962240488
Port Johnstad,2016-07-07 06:38:37,39.79,5155175797127
New David,2016-11-01 12:39:19,44.2,4387966894222
Davistown,2016-02-20 04:23:53,30.68,0905353779941
New Christine,2016-09-13 18:22:18,13.71,0877163752592
Pearsonberg,2016-02-06 02:18:19,42.48,6940296111094
Port Samantha,2016-10-04 01:21:09,28.25,1364799736823
Carrollfort,2016-07-23 15:02:05,26.49,9996724027588
Lake Jeffreyland,2016-03-24 02:55:25,40.58,8755923870859
Port Johnstad,2016-04-18 06:40:54,8.62,5060475517026
Nguyenbury,2016-03-31 12:51:23,5.77,4990317147511
South Bryanstad,2016-08-12 23:50:22,28.95,9517182568903
Sandymouth,2016-01-08 11:47:48,4.2,2476311410315
West Sydneyhaven,2016-03-11 00:48:51,13.68,2219454578388
Sandymouth,2016-02-11 09:48:44,17.1,4215411434139
Davidtown,2016-01-01 23:43:06,8.2,7766093981383
Russellport,2016-02-18 00:58:23,14.44,1146947705826
Alyssaberg,2016-02-19 05:20:19,8.59,0403450340403
West Peter,2016-03-23 16:44:24,38.45,2046520223886
Alvarezhaven,2016-05-20 12:26:56,42.0,7852567608457
Alvarezhaven,2016-08-03 06:45:57,4.07,6100187302721
New Maryport,2016-01-10 20:29:19,34.15,4295408225889
South Josephville,2016-11-18 02:59:50,20.01,6112403552100
Arnoldview,2016-10-05 03:25:01,10.48,6331620873793
South Louis,2016-02-10 22:53:44,30.6,8979351061935
Carrollfort,2016-10-19 02:21:08,24.94,2428641702974
West Jefferyfurt,2016-02-20 05:32:19,17.24,0090536052956
West Sydneyhaven,2016-08-19 09:57:48,6.44,6611904203332
Fosterside,2016-09-19 12:47:23,5.53,9832176090285
Lake Sarashire,2016-03-22 02:36:08,35.62,6105409010309
Port Johnstad,2016-07-20 15:46:25,15.14,1886783680375
South Josephville,2016-02-01 00:44:05,4.69,3351207691452
Port Samantha,2016-01-06 15:04:35,25.39,5159737740460
Lake Stevenbury,2016-08-30 19:55:40,27.35,7536589800548
Smithhaven,2016-04-28 14:21:54,17.41,3068297148055
Lisatown,2016-08-28 21:01:26,26.42,4776520012088
Travisville,2016-02-14 22:53:54,27.89,0286759106488
Williamshire,2016-04-20 17:13:49,39.42,6615085771369
Sandymouth,2016-03-08 21:39:26,13.4,1500658605255
West Brandy,2016-10-26 03:25:50,12.71,5088815531426
Lake Stevenbury,2016-08-21 14:09:12,12.49,6482093036144
Port Johnstad,2016-04-15 18:08:54,26.23,6079615958093
West Peter,2016-09-14 15:30:24,38.49,7447906738416
Port Johnstad,2016-10-19 13:57:36,39.44,8062450865976
New Aaron,2016-06-04 02:23:05,20.53,2321624903569
New David,2016-05-03 16:38:23,32.12,0141206269867
Aprilchester,2016-10-14 13:03:43,17.94,6499432941564
Port Josephfurt,2016-10-31 04:48:36,41.94,3151468117803
Nguyenbury,2016-09-29 23:40:50,35.73,1542525861890
Arnoldview,2016-08-04 11:44:19,29.49,9822259629136
Pearsonberg,2016-03-29 12:59:03,36.4,9393126938175
New Maryport,2016-07-13 10:19:13,11.96,5603767195344
New Maryport,2016-08-27 12:46:27,32.67,0836543255832
Stewartview,2016-06-10 14:50:02,31.47,5397544665778
Alyssaberg,2016-08-27 06:36:52,11.38,2204837124818
Torresshire,2016-12-04 15:39:40,38.02,6250893878567
South Josephville,2016-05-19 00:58:34,27.96,0816017494899
Lake Jennaton,2016-01-18 08:02:42,15.86,2263399293141
Lisaville,2016-01-04 01:40:35,42.14,2668359628139
Russellport,2016-04-04 16:17:46,36.62,9553714155722
Arnoldview,2016-04-02 23:42:37,39.53,1051093826540
Kimberlychester,2016-07-04 11:41:21,14.85,9827853347875
Aprilchester,2016-03-19 04:20:06,25.69,4172540287794
Rodriguezburgh,2016-05-15 08:56:20,22.06,0784852603359
Eriktown,2016-12-04 07:48:45,5.43,8529417231590
Antoniomouth,2016-03-13 19:52:06,41.44,8152232990801
Port Johnstad,2016-09-07 11:05:29,39.43,3601497356525
Davistown,2016-03-13 10:22:46,39.05,5986778765684
Port Johnstad,2016-01-26 18:19:49,39.14,6195088092413
New Andreamouth,2016-05-24 01:44:59,17.03,3476204894474
New Andreamouth,2016-03-08 11:59:08,5.09,9657020276475
New Christine,2016-09-23 11:29:15,22.01,7556716897913
Port Samantha,2016-09-08 12:46:54,40.1,3938412866532
Davidtown,2016-02-20 16:27:08,12.64,7147024552818
West Peter,2016-01-15 09:18:00,29.65,7685890652329
Mooreview,2016-10-06 11:54:24,24.94,7428536660155
Torresshire,2016-10-21 08:28:25,15.16,5429504813032
Smithhaven,2016-01-17 23:39:57,27.17,2993555290515
West Peter,2016-04-20 00:52:22,35.17,1460875294512
Sandymouth,2016-10-21 16:57:01,4.76,6963610460845
East Erin,2016-09-05 00:50:01,44.96,5171595369713
West Peter,2016-09-06 18:01:25,15.63,5821034596261
East Erin,2016-08-10 06:20:38,31.07,6623062977031
Russellport,2016-06-12 15:10:55,23.01,0425304453916
East Douglas,2016-01-14 15:35:05,32.56,4982197353458
Carrollfort,2016-07-28 16:00:04,30.69,7832998090472
Fosterside,2016-01-10 23:19:03,41.96,9983247565536
Sandymouth,2016-10-22 11:31:08,36.53,9225871763811
West Alexis,2016-09-18 00:18:54,11.21,9931429025088
Maryside,2016-08-13 19:11:48,31.47,3759233919258
Travisville,2016-03-12 19:18:17,44.07,7648191284026
Vickimouth,2016-03-01 00:15:17,12.07,5511048255284
Arnoldview,2016-02-25 03:28:30,6.45,4442018164095
Lake Sarashire,2016-06-16 05:24:49,11.26,5121115293370
Mooreview,2016-04-05 05:22:03,40.99,8602942622757
East Erin,2016-08-27 20:23:48,24.66,8704871514117
Williamshire,2016-06-29 21:55:55,44.73,3509018739850
Stewartview,2016-04-06 18:53:33,15.19,7699101110164
Lisaville,2016-06-21 03:07:42,29.94,0400014131507
Lake Jennaton,2016-08-01 21:47:51,30.09,5953318965521
West Brandy,2016-12-05 00:26:43,24.12,6709372314350
Swansonbury,2016-06-13 03:24:43,15.51,9023774061986
Lisaville,2016-02-10 20:42:37,44.12,0984587225288
Carrollfort,2016-05-16 18:01:39,21.78,8716455359908
Aprilchester,2016-04-04 13:08:06,24.26,1488504143994
West Brittanyton,2016-07-20 06:59:34,22.94,9236848159452
Kimberlychester,2016-08-23 18:33:25,9.68,2742288543623
Kimberlychester,2016-07-07 10:01:19,22.16,0734603548767
Port Josephfurt,2016-10-20 04:17:52,29.27,6974479265243
Lisaville,2016-05-01 17:04:49,44.29,6533371877406
Aprilchester,2016-05-31 14:41:48,39.53,2402730414153
Kimberlychester,2016-11-21 23:00:17,34.27,7740105458636
New Andreamouth,2016-11-09 19:19:07,37.22,3986560585683
Port Samantha,2016-09-18 02:37:37,15.66,6663745459003
Swansonbury,2016-10-04 11:52:07,6.24,8541766783650
Vickimouth,2016-03-03 09:41:00,37.87,1433210718370
Port Samantha,2016-02-09 17:41:18,15.6,6813747840822
Kelseyland,2016-04-20 05:36:59,31.67,2865704421982
Kelseyland,2016-05-02 05:55:28,40.92,2769007541388
New Maryport,2016-05-08 12:25:49,39.88,8893151181566
Travisville,2016-01-20 21:31:40,4.95,5910932409152
New Aaron,2016-06-01 22:33:35,44.99,3742682430832
Vickimouth,2016-02-27 08:42:19,8.89,9420709368538
Carrollfort,2016-07-09 22:55:46,24.16,2356453371807
South Josephville,2016-06-11 09:24:42,33.72,3611974996045
Wiseborough,2016-05-24 00:45:50,4.74,8941891433572
South Bryanstad,2016-08-17 22:38:39,21.34,5939858494462
Swansonbury,2016-04-09 22:57:28,36.73,7133881868469
Alvarezhaven,2016-01-25 06:02:25,5.16,2233026076010
Jacobfort,2016-02-29 18:17:33,24.45,3007209176373
New David,2016-11-03 14:58:52,38.62,2082838210712
Nguyenbury,2016-01-30 13:17:52,33.43,6262269338025
Port Martinberg,2016-11-11 21:16:52,22.38,1132435277456
Arnoldview,2016-07-31 18:16:12,10.74,5702076948068
New Andreamouth,2016-03-12 15:09:29,18.33,1653669562403
New Jeffrey,2016-04-14 01:43:28,31.47,0917693513796
Edwardsbury,2016-04-12 05:27:49,10.65,7427401517402
East Douglas,2016-03-01 17:52:51,20.27,1104424524940
Lake Jennaton,2016-11-10 02:12:49,41.72,9531279483368
Lake Sarashire,2016-06-30 10:48:04,35.35,5104871581523
Port Martinberg,2016-02-27 00:10:36,16.84,3520075022877
Spencertown,2016-08-25 14:12:28,11.93,7467069564011
Port Josephfurt,2016-06-26 08:24:48,43.65,9407429201079
New Aaron,2016-03-23 18:54:59,10.61,5079158580820
Pearsonberg,2016-02-22 20:28:25,20.27,3352911581909
Antoniomouth,2016-02-11 19:28:16,35.05,8730700384262
East Erin,2016-02-04 09:29:54,15.57,0075841830079
Port Samantha,2016-08-28 20:20:00,42.34,2704782358660
Port Johnstad,2016-07-09 19:59:09,30.87,2642194942339
New Jeffrey,2016-01-25 08:30:57,34.01,6559731736480
East Erin,2016-09-23 10:01:50,39.33,6267493536940
Vickimouth,2016-01-21 06:11:37,14.22,5803305657789
Lake Stevenbury,2016-03-16 18:42:15,34.09,1207523123769
Nguyenbury,2016-08-30 04:06:45,7.03,6218370015522
West Oscar,2016-06-05 21:53:03,39.53,2314239287209
Lake Sarashire,2016-03-20 06:40:30,15.2,9865919996100
South Bryanstad,2016-09-11 12:04:31,18.43,4394546874154
Travisville,2016-08-04 20:22:04,26.48,1138195197737
Vickimouth,2016-05-15 19:26:26,11.88,5271795959476
West Brandy,2016-04-24 13:40:20,22.57,2513509744071
Rodriguezburgh,2016-12-02 08:18:15,37.91,3149300400862
Alyssaberg,2016-05-27 16:42:25,4.94,3705415349696
Smithhaven,2016-10-13 22:03:18,19.87,0606427514979
West Oscar,2016-11-09 05:46:49,8.66,8952717743829
Smithhaven,2016-05-03 09:43:47,10.56,6743514371573
Sarabury,2016-09-30 20:41:18,44.32,2103508227691
New David,2016-05-21 00:01:15,17.06,9678966503456
Travisville,2016-05-09 18:15:34,36.37,1008612838645
Lake Jeffreyland,2016-11-07 01:56:21,39.58,2727803067754
Lake Jeffreyland,2016-05-28 07:17:15,37.9,1639696275400
New Andreamouth,2016-10-15 07:28:43,30.43,9150752827460
Sarabury,2016-07-30 10:37:38,25.99,5233926699781
West Sydneyhaven,2016-08-04 17:20:34,21.99,9517526721612
South Roy,2016-08-08 08:26:33,44.34,0417945335133
Jacobfort,2016-11-14 14:42:01,12.04,0891660595247
Fosterside,2016-05-20 00:15:27,42.67,6763080895709
Antoniomouth,2016-01-08 02:19:34,43.26,6274568419176
Port Martinberg,2016-08-03 20:00:33,31.93,1136753188531
West Oscar,2016-01-02 07:50:03,36.06,2483310207884
Rodriguezburgh,2016-06-03 15:45:27,36.07,3484370547285
West Dawnfurt,2016-04-20 21:22:30,6.17,3534063157755
Pearsonberg,2016-03-05 12:54:49,24.33,0083452309358
West Oscar,2016-01-27 21:43:44,27.91,8224055782908
Pearsonberg,2016-09-13 06:32:34,11.35,9432289892846
Jacobfort,2016-11-07 00:55:38,34.54,5279022168233
Fosterside,2016-06-01 02:10:18,20.18,3724718922597
Lake Sarashire,2016-04-17 04:08:17,39.55,4780405905389
Rodriguezburgh,2016-02-15 06:46:41,20.76,7111332837189
Antoniomouth,2016-06-27 11:53:39,19.91,5738047411910
Yolandafurt,2016-08-27 23:18:36,34.95,9030131895269
Russellport,2016-06-03 21:49:19,23.05,3862759508254
Maryside,2016-03-16 08:29:02,35.47,5352891865134
New David,2016-03-11 17:19:06,37.52,4214845399458
West Brittanyton,2016-07-24 11:09:03,36.31,2182251156762
Pamelahaven,2016-07-23 00:02:04,40.09,9084389718436
South Roy,2016-10-01 22:21:08,43.07,2192441706271
West Alexis,2016-07-05 16:43:06,10.04,5289717125465
West Sydneyhaven,2016-05-23 11:24:27,41.55,4120354032918
Stewartview,2016-08-31 11:18:21,20.02,2050328864974
New Maryport,2016-07-19 05:21:24,33.31,2805852339982
Jacobfort,2016-10-27 17:53:55,14.99,9619449467230
Carrollfort,2016-01-13 13:03:42,29.2,4807864277489
New Aaron,2016-02-07 03:24:26,19.09,8833450230688
Lake Jennaton,2016-06-25 16:32:08,10.95,7330490897419
Fosterside,2016-12-03 05:03:24,33.45,0976394396367
Edwardsbury,2016-08-06 06:20:36,36.3,5986780813014
Pamelahaven,2016-02-01 19:44:44,7.5,9992146021449
West Oscar,2016-06-13 12:57:28,29.91,3599513812523
Lake Jeffreyland,2016-03-03 01:10:19,44.68,0787513851380
Wiseborough,2016-07-08 00:43:05,30.94,8676089786481
Mooreview,2016-07-30 17:39:30,37.14,8244565411112
Maryside,2016-04-21 03:14:22,29.25,6698556520536
Lake Sarashire,2016-06-06 04:51:45,33.25,6299235671251
Port Johnstad,2016-05-04 10:44:56,33.64,0664048536800
New David,2016-01-23 09:17:28,27.55,0403004119295
West Jefferyfurt,2016-09-07 06:09:02,34.4,9478484889656
South Roy,2016-08-03 21:28:03,5.19,9820059837508
Arnoldview,2016-01-30 11:19:06,22.23,5838519732243
Davistown,2016-04-26 21:16:24,38.1,1939474425585
South Roy,2016-07-10 04:09:33,17.23,1510646299830
Edwardsbury,2016-02-09 18:25:06,43.5,6796777511668
Stewartview,2016-02-08 17:08:49,43.91,3939447683194
Mooreview,2016-07-26 23:48:43,29.37,2594258754795
Port Samantha,2016-11-30 20:45:46,6.26,6334284199698
West Dawnfurt,2016-06-15 21:42:34,26.75,6456250923639
Nguyenbury,2016-02-11 00:31:30,37.16,6698671779345
Eriktown,2016-03-22 22:54:12,35.16,5339773326396
New Aaron,2016-07-16 19:43:04,28.88,4872228261244
Antoniomouth,2016-07-31 19:23:54,10.44,7499859613449
West Sydneyhaven,2016-06-25 20:10:09,15.65,6835917836657
Nguyenbury,2016-11-29 13:10:42,5.75,3041057850290
Lake Jeffreyland,2016-03-01 18:09:11,42.07,8658558349939
Maryside,2016-04-27 09:54:59,40.67,5581319323530
Alvarezhaven,2016-11-19 02:00:34,5.34,1108172306544
Aprilchester,2016-10-24 20:16:27,32.42,5573547666893
Maryside,2016-09-03 09:45:24,36.94,8262984393222
West Peter,2016-09-10 06:14:50,17.77,4124832951548
Spencertown,2016-07-19 19:03:15,7.39,2426400472885
West Peter,2016-09-22 03:26:20,9.13,4226378426426
Port Samantha,2016-05-30 03:00:05,18.63,9819193482927
Lake Jennaton,2016-10-17 16:52:12,10.67,1341005417936
Antoniomouth,2016-01-23 09:02:59,39.87,4754206353625
Travisville,2016-05-11 13:05:08,42.99,4784056438609
West Oscar,2016-01-11 11:58:26,31.81,2193515097318
West Dawnfurt,2016-08-05 23:20:53,18.57,0243269133946
Swansonbury,2016-11-09 01:30:06,43.61,5244206952991
Lisatown,2016-05-18 03:24:36,43.0,5749810098603
Swansonbury,2016-06-24 08:15:03,43.95,4565664701695
Fosterside,2016-08-06 04:15:38,22.67,0404611862727
West Brandy,2016-10-18 09:21:08,36.16,1531575658123
Sandymouth,2016-07-28 18:03:58,4.26,0297870556755
Lake Stevenbury,2016-09-09 19:17:13,43.07,3020458317045
New Andreamouth,2016-10-28 22:00:03,39.74,4695818152421
Kimberlychester,2016-10-10 22:34:36,8.74,2670450662936
Zimmermanmouth,2016-09-16 03:59:52,34.65,3806179410575
